"REF_DATE","GEO","DGUID","Electric power, components","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-03","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","58891","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","48929","","","","0"
"2022-05","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","39160","","","","0"
"2022-06","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","29878","","","","0"
"2022-07","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","30733","","","","0"
"2022-08","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","22158","","","","0"
"2022-09","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","28542","","","","0"
"2022-10","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","30375","","","","0"
"2022-11","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","62578","","","","0"
"2022-12","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","61570","","","","0"
"2023-01","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","55821","","","","0"
"2023-02","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","52666","","","","0"
"2023-03","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","51259","","","","0"
"2023-04","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","40504","","","","0"
"2023-05","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","49059","","","","0"
"2023-06","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","31572","","","","0"
"2023-07","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","21355","","","","0"
"2023-08","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","24855","","","","0"
"2023-09","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","24336","","","","0"
"2023-10","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","36581","","","","0"
"2023-11","Prince Edward Island","2016A000211","Total generation","Megawatt hours","210","units","0","v44159056","3.1","55637","","","","0"
"2022-01","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","173892","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","138145","","","","0"
"2022-03","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","158100","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","129091","","","","0"
"2022-05","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","122467","","","","0"
"2022-06","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","115792","","","","0"
"2022-07","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","116853","","","","0"
"2022-08","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","115815","","","","0"
"2022-09","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","103999","","","","0"
"2022-10","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","108174","","","","0"
"2022-11","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","130497","","","","0"
"2022-12","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","161675","","","","0"
"2023-01","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","179556","","","","0"
"2023-02","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","166169","","","","0"
"2023-03","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","171190","","","","0"
"2023-04","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","134886","","","","0"
"2023-05","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","124109","","","","0"
"2023-06","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","111470","","","","0"
"2023-07","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","137258","","","","0"
"2023-08","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","125222","","","","0"
"2023-09","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","117725","","","","0"
"2023-10","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","118057","","","","0"
"2023-11","Prince Edward Island","2016A000211","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159060","3.17","139348","","","","0"
"2022-01","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","1061577","","","","0"
"2022-02","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","913361","","","","0"
"2022-03","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","919351","","","","0"
"2022-04","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","716936","","","","0"
"2022-05","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","658776","","","","0"
"2022-06","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","611797","","","","0"
"2022-07","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","667861","","","","0"
"2022-08","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","694314","","","","0"
"2022-09","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","578522","","","","0"
"2022-10","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","590762","","","","0"
"2022-11","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","663184","","","","0"
"2022-12","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","913964","","","","0"
"2023-01","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","950984","","","","0"
"2023-02","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","921642","","","","0"
"2023-03","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","913944","","","","0"
"2023-04","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","619657","","","","0"
"2023-05","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","560210","","","","0"
"2023-06","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","529877","","","","0"
"2023-07","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","601153","","","","0"
"2023-08","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","525722","","","","0"
"2023-09","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","582471","","","","0"
"2023-10","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","527961","","","","0"
"2023-11","Nova Scotia","2016A000212","Total generation","Megawatt hours","210","units","0","v44159066","4.1","716117","","","","0"
"2022-01","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","1203542","","","","0"
"2022-02","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","1060070","","","","0"
"2022-03","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","1063806","","","","0"
"2022-04","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","899107","","","","0"
"2022-05","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","828446","","","","0"
"2022-06","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","732804","","","","0"
"2022-07","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","798046","","","","0"
"2022-08","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","847062","","","","0"
"2022-09","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","734760","","","","0"
"2022-10","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","824472","","","","0"
"2022-11","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","896832","","","","0"
"2022-12","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","1073346","","","","0"
"2023-01","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","1109457","","","","0"
"2023-02","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","1116601","","","","0"
"2023-03","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","1098396","","","","0"
"2023-04","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","856862","","","","0"
"2023-05","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","805818","","","","0"
"2023-06","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","742771","","","","0"
"2023-07","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","855864","","","","0"
"2023-08","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","831061","","","","0"
"2023-09","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","773087","","","","0"
"2023-10","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","825066","","","","0"
"2023-11","Nova Scotia","2016A000212","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159072","4.17","968366","","","","0"
"2022-01","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1617051","","","","0"
"2022-02","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1212784","","","","0"
"2022-03","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1250790","","","","0"
"2022-04","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1123105","","","","0"
"2022-05","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","767907","","","","0"
"2022-06","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","529695","","","","0"
"2022-07","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","596149","","","","0"
"2022-08","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1000412","","","","0"
"2022-09","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","849761","","","","0"
"2022-10","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","995837","","","","0"
"2022-11","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1107310","","","","0"
"2022-12","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1320589","","","","0"
"2023-01","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1263375","","","","0"
"2023-02","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1402206","","","","0"
"2023-03","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1184021","","","","0"
"2023-04","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1081078","","","","0"
"2023-05","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1065266","","","","0"
"2023-06","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1271604","","","","0"
"2023-07","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1430742","","","","0"
"2023-08","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1441912","","","","0"
"2023-09","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1295207","","","","0"
"2023-10","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1329495","","","","0"
"2023-11","New Brunswick","2016A000213","Total generation","Megawatt hours","210","units","0","v44159080","5.1","1349501","","","","0"
"2022-01","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1736016","","","","0"
"2022-02","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1483608","","","","0"
"2022-03","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1432127","","","","0"
"2022-04","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1171958","","","","0"
"2022-05","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1049670","","","","0"
"2022-06","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","906743","","","","0"
"2022-07","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","927595","","","","0"
"2022-08","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","997796","","","","0"
"2022-09","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","891602","","","","0"
"2022-10","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","951114","","","","0"
"2022-11","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1168524","","","","0"
"2022-12","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1415122","","","","0"
"2023-01","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1177641","","","","0"
"2023-02","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1208657","","","","0"
"2023-03","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1095965","","","","0"
"2023-04","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","923138","","","","0"
"2023-05","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1054700","","","","0"
"2023-06","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","946138","","","","0"
"2023-07","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1008299","","","","0"
"2023-08","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","953906","","","","0"
"2023-09","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","905474","","","","0"
"2023-10","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","982231","","","","0"
"2023-11","New Brunswick","2016A000213","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159088","5.17","1228522","","","","0"
"2022-01","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","24454466","","","","0"
"2022-02","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","20796567","","","","0"
"2022-03","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","20561446","","","","0"
"2022-04","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","16909289","","","","0"
"2022-05","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","15105538","","","","0"
"2022-06","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","15238007","","","","0"
"2022-07","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","16620970","","","","0"
"2022-08","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","16967674","","","","0"
"2022-09","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","14827120","","","","0"
"2022-10","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","15734387","","","","0"
"2022-11","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","17076586","","","","0"
"2022-12","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","21523439","","","","0"
"2023-01","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","22423335","","","","0"
"2023-02","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","20351367","","","","0"
"2023-03","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","20124646","","","","0"
"2023-04","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","15733150","","","","0"
"2023-05","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","14696384","","","","0"
"2023-06","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","14010825","","","","0"
"2023-07","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","14156929","","","","0"
"2023-08","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","13191215","","","","0"
"2023-09","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","13400979","","","","0"
"2023-10","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","13668183","","","","0"
"2023-11","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","16136002","","","","0"
"2022-01","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","25839325","","","","0"
"2022-02","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","21890451","","","","0"
"2022-03","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","21228287","","","","0"
"2022-04","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","17514950","","","","0"
"2022-05","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15099751","","","","0"
"2022-06","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14437748","","","","0"
"2022-07","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14849936","","","","0"
"2022-08","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15068395","","","","0"
"2022-09","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14290227","","","","0"
"2022-10","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15408765","","","","0"
"2022-11","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","17881166","","","","0"
